clon,clat,cdep,slip,lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,lon4,lat4,dep4
1557646.9399834077,5276128.981155642,488.7804878048781,0.5667290525308302,1557352.2029597717,5275701.625357405,1.0,1557695.8573363044,5276645.807997026,1.0,1557941.6770070437,5276556.336953879,976.5609756097562,1557598.022630511,5275612.154314259,976.5609756097562
1557990.5943599404,5277073.1637952635,488.7804878048781,1.0472633706753007,1557695.8573363044,5276645.807997026,1.0,1558039.5117128368,5277589.990636646,1.0,1558285.3313835764,5277500.519593499,976.5609756097562,1557941.6770070437,5276556.336953879,976.5609756097562
1558334.248736473,5278017.346434882,488.7804878048781,1.4684685492315543,1558039.5117128368,5277589.990636646,1.0,1558383.1660893694,5278534.173276265,1.0,1558628.985760109,5278444.70223312,976.5609756097562,1558285.3313835764,5277500.519593499,976.5609756097562
1558677.9031130054,5278961.529074502,488.7804878048781,1.4727090768321351,1558383.1660893694,5278534.173276265,1.0,1558726.820465902,5279478.355915886,1.0,1558972.6401366417,5279388.884872739,976.5609756097562,1558628.985760109,5278444.70223312,976.5609756097562
1559021.5574895383,5279905.711714122,488.7804878048781,2.1645731489450077,1558726.820465902,5279478.355915886,1.0,1559070.4748424347,5280422.538555506,1.0,1559316.294513174,5280333.067512359,976.5609756097562,1558972.6401366417,5279388.884872739,976.5609756097562
1559365.211866071,5280849.894353743,488.7804878048781,3.6156112248801304,1559070.4748424347,5280422.538555506,1.0,1559414.1292189674,5281366.721195126,1.0,1559659.9488897067,5281277.25015198,976.5609756097562,1559316.294513174,5280333.067512359,976.5609756097562
1559708.8662426036,5281794.076993363,488.7804878048781,2.7871753787331244,1559414.1292189674,5281366.721195126,1.0,1559757.7835955,5282310.903834745,1.0,1560003.6032662394,5282221.4327916,976.5609756097562,1559659.9488897067,5281277.25015198,976.5609756097562
1560052.520619136,5282738.259632982,488.7804878048781,1.7753326703157022,1559757.7835955,5282310.903834745,1.0,1560101.4379720325,5283255.0864743665,1.0,1560347.257642772,5283165.615431219,976.5609756097562,1560003.6032662394,5282221.4327916,976.5609756097562
1560396.1749956687,5283682.4422726035,488.7804878048781,1.5154423003961166,1560101.4379720325,5283255.0864743665,1.0,1560445.092348565,5284199.269113986,1.0,1560690.9120193047,5284109.79807084,976.5609756097562,1560347.257642772,5283165.615431219,976.5609756097562
1560739.8293722013,5284626.624912224,488.7804878048781,1.717417896340287,1560445.092348565,5284199.269113986,1.0,1560788.7467250978,5285143.451753606,1.0,1561034.5663958373,5285053.98071046,976.5609756097562,1560690.9120193047,5284109.79807084,976.5609756097562
1561083.4837487338,5285570.807551842,488.7804878048781,2.0216423332177063,1560788.7467250978,5285143.451753606,1.0,1561132.4011016304,5286087.634393226,1.0,1561378.2207723698,5285998.16335008,976.5609756097562,1561034.5663958373,5285053.98071046,976.5609756097562
1561427.1381252666,5286514.990191462,488.7804878048781,1.9897877302858524,1561132.4011016304,5286087.634393226,1.0,1561476.055478163,5287031.817032847,1.0,1561721.8751489024,5286942.3459896995,976.5609756097562,1561378.2207723698,5285998.16335008,976.5609756097562
1561770.792501799,5287459.172831084,488.7804878048781,1.9869639774852588,1561476.055478163,5287031.817032847,1.0,1561819.7098546957,5287975.999672466,1.0,1562065.529525435,5287886.528629321,976.5609756097562,1561721.8751489024,5286942.3459896995,976.5609756097562
1562114.4468783317,5288403.355470703,488.7804878048781,2.0119551014594683,1561819.7098546957,5287975.999672466,1.0,1562163.3642312281,5288920.182312086,1.0,1562409.1839019677,5288830.71126894,976.5609756097562,1562065.529525435,5287886.528629321,976.5609756097562
1562458.1012548641,5289347.538110323,488.7804878048781,1.6207473409019282,1562163.3642312281,5288920.182312086,1.0,1562507.0186077608,5289864.3649517065,1.0,1562752.8382785004,5289774.89390856,976.5609756097562,1562409.1839019677,5288830.71126894,976.5609756097562
1562801.7556313968,5290291.7207499435,488.7804878048781,1.4607970576755618,1562507.0186077608,5289864.3649517065,1.0,1562850.6729842934,5290808.547591327,1.0,1563096.492655033,5290719.07654818,976.5609756097562,1562752.8382785004,5289774.89390856,976.5609756097562
1563145.4100079294,5291235.903389564,488.7804878048781,1.25726767234142,1562850.6729842934,5290808.547591327,1.0,1563194.327360826,5291752.730230946,1.0,1563440.1470315654,5291663.259187801,976.5609756097562,1563096.492655033,5290719.07654818,976.5609756097562
1563489.0643844618,5292180.086029184,488.7804878048781,1.7548272883155898,1563194.327360826,5291752.730230946,1.0,1563537.9817373587,5292696.912870567,1.0,1563783.801408098,5292607.44182742,976.5609756097562,1563440.1470315654,5291663.259187801,976.5609756097562
1563832.7187609945,5293124.268668802,488.7804878048781,1.6182445663477496,1563537.9817373587,5292696.912870567,1.0,1563881.6361138911,5293641.095510187,1.0,1564127.4557846307,5293551.62446704,976.5609756097562,1563783.801408098,5292607.44182742,976.5609756097562
1564176.3731375274,5294068.451308424,488.7804878048781,1.8732519208411762,1563881.6361138911,5293641.095510187,1.0,1564225.2904904238,5294585.278149807,1.0,1564471.1101611634,5294495.807106661,976.5609756097562,1564127.4557846307,5293551.62446704,976.5609756097562
1564520.0275140596,5295012.633948044,488.7804878048781,1.3095063950646484,1564225.2904904238,5294585.278149807,1.0,1564568.9448669564,5295529.460789426,1.0,1564814.764537696,5295439.989746281,976.5609756097562,1564471.1101611634,5294495.807106661,976.5609756097562
1564863.6818905924,5295956.816587663,488.7804878048781,1.3023630745193464,1564568.9448669564,5295529.460789426,1.0,1564912.599243489,5296473.643429047,1.0,1565158.4189142284,5296384.1723859,976.5609756097562,1564814.764537696,5295439.989746281,976.5609756097562
1565207.3362671249,5296900.999227284,488.7804878048781,1.209895713372177,1564912.599243489,5296473.643429047,1.0,1565256.2536200217,5297417.826068667,1.0,1565502.073290761,5297328.355025521,976.5609756097562,1565158.4189142284,5296384.1723859,976.5609756097562
1565550.9906436577,5297845.181866904,488.7804878048781,1.2855098274015735,1565256.2536200217,5297417.826068667,1.0,1565599.9079965544,5298362.008708287,1.0,1565845.7276672937,5298272.537665141,976.5609756097562,1565502.073290761,5297328.355025521,976.5609756097562
1565894.6450201902,5298789.364506524,488.7804878048781,1.970924578570997,1565599.9079965544,5298362.008708287,1.0,1565943.5623730868,5299306.191347907,1.0,1566189.3820438264,5299216.720304761,976.5609756097562,1565845.7276672937,5298272.537665141,976.5609756097562
1566238.2993967228,5299733.547146144,488.7804878048781,2.6479228362970866,1565943.5623730868,5299306.191347907,1.0,1566287.2167496195,5300250.373987528,1.0,1566533.036420359,5300160.90294438,976.5609756097562,1566189.3820438264,5299216.720304761,976.5609756097562
1566581.9537732557,5300677.729785764,488.7804878048781,1.7200599484259764,1566287.2167496195,5300250.373987528,1.0,1566630.8711261519,5301194.556627147,1.0,1566876.6907968917,5301105.085584002,976.5609756097562,1566533.036420359,5300160.90294438,976.5609756097562
1566925.6081497879,5301621.912425384,488.7804878048781,0.6444830392610554,1566630.8711261519,5301194.556627147,1.0,1566974.5255026845,5302138.739266767,1.0,1567220.345173424,5302049.268223621,976.5609756097562,1566876.6907968917,5301105.085584002,976.5609756097562
1567269.2625263208,5302566.095065004,488.7804878048781,0.4472312514986042,1566974.5255026845,5302138.739266767,1.0,1567318.1798792172,5303082.921906387,1.0,1567563.9995499565,5302993.450863241,976.5609756097562,1567220.345173424,5302049.268223621,976.5609756097562
1567612.9169028532,5303510.277704624,488.7804878048781,0.49894345294678993,1567318.1798792172,5303082.921906387,1.0,1567661.8342557498,5304027.104546008,1.0,1567907.6539264892,5303937.633502861,976.5609756097562,1567563.9995499565,5302993.450863241,976.5609756097562
1567956.571279386,5304454.460344245,488.7804878048781,0.573689769473743,1567661.8342557498,5304027.104546008,1.0,1568005.4886322822,5304971.287185627,1.0,1568251.3083030218,5304881.816142482,976.5609756097562,1567907.6539264892,5303937.633502861,976.5609756097562
1568300.2256559185,5305398.642983864,488.7804878048781,0.6973948758955825,1568005.4886322822,5304971.287185627,1.0,1568349.143008815,5305915.469825248,1.0,1568594.9626795545,5305825.998782101,976.5609756097562,1568251.3083030218,5304881.816142482,976.5609756097562
1568643.8800324511,5306342.825623484,488.7804878048781,0.5341745152785065,1568349.143008815,5305915.469825248,1.0,1568692.7973853475,5306859.652464868,1.0,1568938.617056087,5306770.181421721,976.5609756097562,1568594.9626795545,5305825.998782101,976.5609756097562
1568987.5344089838,5307287.0082631055,488.7804878048781,0.5174751845896773,1568692.7973853475,5306859.652464868,1.0,1569036.4517618802,5307803.835104488,1.0,1569282.2714326195,5307714.364061342,976.5609756097562,1568938.617056087,5306770.181421721,976.5609756097562
